,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,SPS.1,Hit
Lumiracoxib,13.74634732,13.74634732,0.142772817,-0.946036523,0.889745794,10.35,293.725,280.621,293.0618846,104,0,1.35,2.1,2.75,2.353430111,2.402380857,638.0669275,14.69830613,10.78259923,11.53852817,9.469234251,5.994853005,6.372817478,4.452775302,4.859975429,2.82485322,3.139823614,1.905533439,2.115787053,-2.07,26807.92239,14.34144718,5.924010272,3.27455229,120.5577433,10.423316,5.817220841,0,0,0,5.969305288,4.794537184,4.390415048,0,0,35.36349259,30.6862899,5.687386275,17.13084121,14.29147963,28.94501773,0,0,0,13.34455882,5.316788604,58.36495955,0,5.316788604,15.7651876,0,11.60093989,11.07583268,11.21535881,12.74095804,11.12690298,36.39820241,5.022633314,0,49.33,11.78652613,9.184952232,0,17.13084121,11.25083777,5.563451492,12.13273414,18.19910121,12.99010427,5.316788604,16.70746729,13.74634732,5.949944465,10.8906275,12.04344622,2.192508136,-1.432749486,9.664147324,-0.142772817,1.866279115,0,0.133333333,20,2,3,0,0,0,2,0,2,2,2,5,4,0,0,0,2,4.15822,77.2115,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.35,TRUE
Ethionamide,5.441001512,5.441001512,0.4325,0.4325,0.672546053,9.545454545,166.249,156.169,166.0564693,58,0,1.727272727,2.454545455,3,2.045582745,3.005889219,270.5494976,8.267584714,6.371969744,7.188466325,5.236382105,3.484623876,3.892872167,2.253658312,2.693484718,1.463322006,1.699024266,0.824797936,0.951764883,-0.96,333.4299874,8.139601594,3.436571192,1.980697148,71.44454839,5.733667477,4.988502102,0,0,0,0,4.983978521,0,0,0,19.14161064,18.55355576,17.45422306,0,0,17.20637554,0,4.983978521,5.733667477,13.34455882,0,29.5869572,0,5.733667477,0,0,12.21787344,9.972480623,6.420821623,0,18.18111669,18.32957771,0,0,38.91,0,0,0,0,4.988502102,17.67820111,0,6.196843572,19.05647134,4.983978521,17.95154092,0,4.819569161,4.557592593,0,7.359658919,0,3.739907407,2.642638889,2.047299698,0,0.25,11,2,2,0,0,0,0,1,1,2,1,3,2,0,0,0,1,1.2782,49.5024,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.545454545,TRUE
Indomethacin,12.9872034,12.9872034,0.170239303,-0.95471129,0.767806512,10.84,357.793,341.665,357.0767857,128,0,1.16,1.84,2.44,2.856211888,2.232371733,973.2479304,18.13746372,13.7456952,14.50162415,11.91792266,7.620538012,7.998502485,5.66501413,6.101449911,4.164153696,4.416130011,2.94700469,3.072992848,-2.79,468921.4429,17.04669994,6.607181634,3.104666499,148.9480937,9.843390349,5.749511833,0,0,5.907179729,5.969305288,14.15617402,0,0,0,11.60093989,54.95175817,21.66623701,19.04731988,19.43246472,34.38034984,0,4.567099648,0,13.34455882,7.109797541,64.30803377,5.749511833,4.736862954,0,5.749511833,11.60093989,28.6599096,11.21535881,6.9237372,21.61536816,42.46456948,5.022633314,10.90292493,68.53,5.969305288,14.69560176,0,12.32800135,38.49590106,0,4.567099648,56.49810422,0,0,16.33780284,6.771390965,5.886218622,24.25277155,10.47200719,2.324916339,-0.583227065,11.86628242,-0.170239303,1.748579285,1.542411112,0.157894737,25,1,5,0,0,0,2,1,3,4,1,6,4,0,0,0,3,3.92732,95.7473,1,0,0,0,0,1,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.84,TRUE
Fluorometholone,16.87281415,16.87281415,0.001531557,-1.921866024,0.737908895,54.03703704,376.468,347.236,376.2049876,148,0,1.296296296,1.962962963,2.592592593,2.850018127,1.863657222,787.1822826,19.99119935,16.45876725,16.45876725,12.41519189,9.97255417,9.97255417,9.748042961,9.748042961,8.703149567,8.703149567,7.18317585,7.18317585,-1.33,877520.5812,19.00679024,5.383489332,1.997480533,159.0775519,10.21305479,5.601050811,17.23524971,0,0,0,9.589074368,4.390415048,0,0,25.49659904,63.5186132,16.74788698,6.103966388,24.19254421,11.56648989,0,0,28.58369908,70.75201231,0,23.80116485,0,0,4.390415048,0,0,39.1533217,9.589074368,28.58369908,53.37823529,23.80116485,0,0,74.6,34.121664,19.80212916,4.390415048,29.82312361,19.26246487,5.57310453,19.07577741,12.99975731,13.8474744,0,0,16.87281415,0,24.20941407,22.26185773,-4.588521681,-1.108489466,0,4.677433626,7.008824898,0,0.727272727,27,2,4,4,0,4,0,0,0,4,2,5,1,3,0,3,4,2.9233,98.5326,0,2,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.03703704,TRUE
Norgestimate,11.86941598,11.86941598,0.067273518,-0.719626044,0.331697002,42.85185185,369.505,338.257,369.2303939,146,0,1.296296296,2.111111111,2.777777778,3.012139878,1.659812875,732.3957176,19.23384004,16.53898642,16.53898642,12.99827921,10.5872218,10.5872218,9.080674907,9.080674907,8.445390476,8.445390476,7.454904233,7.454904233,-1.76,1765186.26,18.59624233,6.689206858,2.57468525,161.9729374,9.944115979,0,5.601050811,0,0,5.969305288,4.794537184,0,0,6.423349896,23.57298878,87.5350389,12.33872767,5.711685003,14.73865316,11.68099029,0,0,34.24232738,77.23591982,0,11.64912464,12.34378421,0,0,0,0,22.48929413,9.531400138,41.43039887,71.63486901,16.80483736,0,0,58.89,5.601050811,4.794537184,0,11.38429576,23.67162418,57.07825799,18.91766335,0,0,24.07590435,16.36746587,5.896762696,0,11.86941598,12.58990979,1.533454339,5.249754279,0,17.47736722,3.716669031,0,0.739130435,27,1,4,4,0,4,0,0,0,4,1,4,2,3,0,3,4,4.7145,104.2545,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42.85185185,TRUE
Parbendazole,11.07296982,11.07296982,0.406936597,-0.527534651,0.87199535,10.55555556,247.298,230.162,247.1320768,96,0,1.5,2.333333333,3.055555556,2.768685238,2.193990274,548.1599745,12.95781916,10.61708133,10.61708133,8.72387665,6.06240422,6.06240422,4.157046614,4.157046614,2.772333328,2.772333328,1.794698654,1.794698654,-2.04,16664.71645,12.41779192,5.530426981,2.795749824,105.5564583,9.720841475,0,0,5.948339281,0,6.093240071,5.316788604,9.778515705,0,0,19.41092589,30.53782887,0,18.14319898,9.531400138,23.07498079,0,9.967957042,0,26.18620207,12.42658615,23.7625527,0,5.316788604,10.74287647,0,0,23.17099465,11.15768458,0,25.32883194,18.19910121,0,11.03340144,67.01,6.093240071,4.794537184,0,0,5.948339281,17.45422306,25.51489228,0,12.13273414,33.01171287,0,4.516935514,0,18.39590381,2.515832546,3.025116397,0.406936597,6.108961876,2.871284506,2.172083262,1.320278826,0.384615385,18,2,5,0,0,0,1,1,2,3,2,5,4,0,0,0,2,3.0838,70.7334,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.55555556,TRUE
Tilorone,13.01418492,13.01418492,0.044801692,0.044801692,0.444320976,12.4,410.558,376.286,410.2569429,162,0,0.633333333,1.033333333,1.4,3.053671891,1.65541784,787.9673955,21.50986092,18.74012793,18.74012793,14.60441671,11.14158417,11.14158417,7.49459321,7.49459321,5.902830835,5.902830835,3.881686642,3.881686642,-2.37,6881266.386,22.31823853,10.59679991,5.024111973,180.1351936,19.27354537,24.7127876,5.783244946,0,0,0,4.794537184,0,0,0,27.6949488,73.70413102,24.2164158,0,14.26826309,5.783244946,0,9.799819462,0,27.6949488,52.48230236,47.52510539,22.62592665,9.473725908,0,11.49902367,0,68.06536677,0,0,43.61638897,36.39820241,0,11.12690298,42.01,0,4.794537184,0,5.783244946,24.34066691,61.89446509,0,0,36.39820241,37.49476826,9.473725908,11.81966006,0,17.64541359,0,3.372989462,1.540650478,11.64971271,0,15.63824037,0,0.48,30,0,5,1,0,1,2,0,2,5,0,5,12,0,0,0,3,4.3392,121.8765,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,TRUE
MG-132,13.08697694,13.08697694,0.087307759,-0.858085606,0.355964628,13.79411765,475.63,434.302,475.3046214,190,0,0.764705882,1.264705882,1.764705882,2.755185115,2.840105258,779.9005824,25.67299763,21.29787181,21.29787181,16.01014681,12.04541133,12.04541133,9.959640298,9.959640298,5.08577842,5.08577842,3.524873573,3.524873573,-2.9,12626219.89,29.13215434,15.08929085,11.81485646,203.1394656,25.48176595,24.97672415,0,11.81435946,0,6.093240071,9.589074368,4.794537184,0,0,71.87425854,42.5796345,0,6.041840829,23.91501169,24.19376005,0,15.95036581,17.75371814,85.53729252,0,35.89528683,0,15.95036581,4.794537184,0,0,42.31928254,25.72735647,17.75371814,66.36833956,30.33183534,0,0,113.6,36.03312202,19.17814874,0,24.3606001,19.26246487,11.84961201,0,0,71.87425854,15.95036581,4.736862954,5.263223957,0,49.74169438,8.145348692,0.835471574,-0.390004622,6.956575177,1.317104027,11.79725348,0,0.615384615,34,3,8,0,0,0,1,0,1,5,3,8,14,0,0,0,1,3.5882,131.8411,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.79411765,TRUE
(Rac)-Arnebin 1,12.9061467,12.9061467,0.040364701,-0.991343537,0.355148045,14,370.401,348.225,370.1416384,142,0,1.037037037,1.62962963,2.185185185,2.557207621,2.490630992,893.4920688,20.30060043,15.69862875,15.69862875,12.61196866,8.458643428,8.458643428,6.811261617,6.811261617,3.935594819,3.935594819,2.71364077,2.71364077,-3.15,558706.3927,20.16545409,8.033672117,4.525630916,157.0174736,14.94991774,17.60299005,11.56648989,0,0,5.969305288,9.589074368,4.794537184,0,0,17.22222917,45.90370304,18.06994626,11.12690298,29.3335293,17.53579518,0,0,0,40.21973681,0,58.20701103,11.49902367,0,0,11.49902367,0,33.85281636,9.531400138,0,54.83174777,47.08010805,0,0,100.9,29.3892734,24.59666634,0,28.87034097,0,29.3549633,6.076020107,19.92349451,13.8474744,0,4.736862954,5.409715136,0,37.43317329,19.94543458,1.113844061,-2.722198459,2.287963417,3.348846109,7.183221863,0,0.285714286,27,2,6,1,0,1,1,0,1,6,2,6,5,0,0,0,2,3.6375,99.8746,0,0,0,0,0,0,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,TRUE
Pancuronium dibromide,12.52769088,12.52769088,0,-0.099838402,0.305024105,44.69767442,732.683,672.203,730.2919826,248,0,0.674418605,1.23255814,1.790697674,3.213852985,2.12E-06,1013.801837,29.20853153,27.92296673,31.09495981,19.39508505,17.42476411,17.42476411,16.66413525,16.66413525,14.48001118,14.48001118,12.29535449,12.29535449,-0.18,1356211456,35.67011834,13.14100801,6.152115648,282.6274452,52.40268933,12.08368166,12.20793278,0,0,11.93861058,9.589074368,0,0,0,13.8474744,99.71565251,32.10410811,40.27436959,61.9917637,11.93861058,0,0,34.50160512,135.4572443,40.27436959,0,0,33.9629017,0,0,0,85.47065631,19.06280028,34.50160512,111.1656299,0,0,0,52.6,0,9.589074368,0,63.52443553,35.25239027,21.30478938,103.2288851,13.8474744,0,27.94281836,9.473725908,14.74629313,0,24.82838915,0,0.377029974,2.518851824,0.846477351,16.43212421,13.30966996,4.941164411,0.942857143,43,0,6,4,2,6,0,0,0,4,0,8,4,4,2,6,6,0.1185,160.7158,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,44.69767442,TRUE
Amezinium methylsulfate,9.222222222,9.222222222,0.582436224,-4.412037037,0.482569932,10.42857143,313.335,298.215,313.0732416,114,0,1.238095238,1.80952381,2.285714286,2.476137913,3.15E-07,676.5471833,15.88046889,11.46271909,12.27921567,9.869521922,5.658084019,6.991417352,3.653536394,4.803366308,2.235196826,2.643445116,1.330789613,1.330789613,-2.23,35388.96306,16.82327651,7.525315559,5.730586271,122.2465548,15.0232803,6.196843572,0,16.08638686,0,5.879988336,4.183085433,8.417796984,0,0,18.19910121,4.681802935,17.23141595,25.97334843,26.57229818,16.08638686,0,5.098681808,0,0,19.95326256,42.59504598,11.56737461,15.15233337,5.687386275,5.879988336,0,32.28882375,14.58208601,0,0,42.59504598,0,5.687386275,118.45,10.39900058,12.97054686,0,0,11.56737461,12.79718382,0,24.05481112,30.33183534,9.281767241,10.47053043,37.91269558,0,0,4.185972222,7.14695468,0.612222222,11.4770627,1.592777778,0,-2.011018519,0.166666667,21,2,8,0,0,0,1,1,2,7,1,9,3,0,0,0,2,0.0421,73.4396,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.42857143,TRUE
"[2-(4-Chlorophenyl)-1,3-thiazol-4-yl]acetic acid",10.50631433,10.50631433,0.037609381,-0.86763322,0.91453799,10.3125,253.71,245.646,252.9964272,82,0,1.375,2.0625,2.6875,2.661598926,2.241169312,506.9580438,11.5436056,8.182746372,9.755171899,7.647867046,4.570902301,5.828519586,3.22140396,4.515942592,1.975262614,3.16741572,1.268161461,2.219980238,-1.39,5823.57845,11.10607649,4.634242594,2.591554635,101.3374149,5.106527395,5.007623697,0,0,0,5.969305288,4.794537184,4.983978521,0,11.33678588,23.73367403,12.13273414,15.96614758,12.11474962,9.901064579,28.90703106,0,4.983978521,0,6.420821623,0,40.36209235,10.57107519,0,0,0,22.93772577,16.0598112,11.21535881,0,5.693927995,29.64553104,5.022633314,10.57107519,50.19,5.969305288,4.794537184,0,6.420821623,10.71656131,10.57107519,11.33678588,17.51279691,12.13273414,4.983978521,16.70746729,0,7.21142128,14.75123119,11.87744495,1.535637755,-0.86763322,7.30728521,-0.037609381,0,0,0.090909091,16,1,3,0,0,0,1,1,2,3,1,5,3,0,0,0,2,3.0906,63.8998,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10.3125,TRUE
STF-31,12.56370193,12.56370193,0.040891648,-3.624100609,0.624500953,11.83333333,423.538,398.338,423.1616627,156,0,0.966666667,1.633333333,2.2,2.727479595,1.618021975,1103.109854,21.77781011,17.21551677,18.03201335,14.14881504,9.555961676,11.03912492,7.991676415,9.758629646,4.632485754,6.049631116,2.809700073,3.827441069,-3.03,4034575.096,21.67344037,8.769570564,5.522367993,176.9769146,5.316788604,0,0,10.02329115,5.907179729,0,9.778515705,13.13989185,0,0,45.03667987,52.94009586,18.30505147,16.77971332,13.21233417,21.61785716,0,9.706073385,0,37.62644195,5.316788604,89.7477123,0,10.03888347,5.687386275,0,0,19.30895523,21.98303803,0,42.25610326,77.9528413,0,0,88.16,10.02329115,13.21233417,0,22.76241008,11.25083777,11.12690298,0,60.92462369,12.13273414,35.79407359,0,27.72912098,0,16.4546271,2.757491432,2.866014604,-0.255491865,17.1758613,3.19396691,6.369176825,-3.624100609,0.217391304,30,2,6,0,0,0,2,1,3,4,2,7,6,0,0,0,3,4.1099,117.7997,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,11.83333333,TRUE
L-Tryptophan,10.62639393,10.62639393,0.346574074,-0.971961924,0.7005841,12.86666667,204.229,192.133,204.0898776,78,0,1.466666667,2.2,2.933333333,2.617486404,2.323487371,490.0485079,10.83649881,8.104020551,8.104020551,7.18154055,4.71624163,4.71624163,3.50835221,3.50835221,2.431943542,2.431943542,1.624730989,1.624730989,-1.81,3732.535612,9.733912005,3.744477633,1.84535989,86.71270096,15.82417339,6.041840829,0,0,0,5.969305288,4.794537184,0,0,0,18.19910121,11.62981856,23.52059013,0,9.901064579,16.87223022,0,4.983978521,5.733667477,12.46266245,0,36.02576334,0,5.733667477,0,0,0,22.10165203,11.21535881,0,5.563451492,30.46231185,0,10.90292493,79.11,12.01114612,4.794537184,0,0,6.420821623,16.46637642,0,0,30.46231185,4.983978521,10.84019487,0,0,13.71035084,9.753981167,7.434909297,-0.971961924,6.913183579,2.159537037,0,0,0.181818182,15,4,4,0,0,0,1,1,2,2,3,4,3,0,0,0,2,1.1223,57.6139,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.86666667,FALSE
Fenspiride hydrochloride,11.16179053,11.16179053,0,-0.252096707,0.929845606,21.1,296.798,275.63,296.1291556,110,0,1.2,1.9,2.5,2.806937067,1.47E-06,444.4465523,13.13154574,11.50845728,12.32495386,9.257550155,6.989506289,6.989506289,5.50332499,5.50332499,4.19092297,4.19092297,2.896945637,2.896945637,-1.26,38578.54304,15.13500333,6.460283984,3.436412432,125.4420763,14.95356129,5.601050811,0,0,0,6.093240071,0,4.794537184,0,12.40703316,30.33183534,11.98427311,32.47591246,6.544756406,9.531400138,18.50027323,0,10.21669833,0,24.86351568,26.17902562,35.89528683,0,5.316788604,4.794537184,0,12.40703316,42.77322624,11.15768458,0,18.40509474,30.33183534,0,0,41.57,0,4.794537184,0,24.10132404,6.544756406,38.89673409,5.563451492,0,0,40.54853368,4.736862954,5.424173669,0,13.62449509,2.773057914,1.163982767,0,10.57556273,2.727007522,3.795053647,0,0.533333333,20,1,4,0,2,2,1,0,1,3,1,5,3,0,2,2,3,2.2253,80.2827,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1,FALSE
Docetaxel trihydrate,14.94548197,14.94548197,0,-2.353438114,0.139269768,32.03278689,861.935,802.463,861.3782994,338,0,0.918032787,1.491803279,2.016393443,3.144412387,3.31E-06,1982.157151,42.74998342,35.38496248,35.38496248,26.99041484,19.33466299,19.33466299,17.57384661,17.57384661,12.56716789,12.56716789,9.559609693,9.559609693,-4.79,1.46401E+12,50.56545052,17.8982855,8.550404081,352.6331694,65.85578846,35.61796717,17.48826215,0,0,24.00115593,9.589074368,14.38361155,0,0,62.37841095,63.46108069,25.18037091,35.64903719,84.51168578,29.78440088,0,5.316788604,16.74788698,127.7003324,6.606881965,82.93678273,0,5.316788604,4.794537184,0,0,126.6729187,38.06792632,16.74788698,90.19482184,71.80987974,0,0,318.95,112.4219011,44.3987955,0,46.16593965,5.563451492,6.9237372,25.98020854,83.14962255,0,5.316788604,23.68431477,29.50785936,0,68.90980717,51.56241389,-8.135526396,-5.363479983,14.6274607,-11.48233065,11.79046257,0,0.558139535,61,11,18,3,1,4,2,0,2,14,5,18,8,2,1,3,6,0.7855,214.4458,0,4,3,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,5,0,0,3,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.03278689,FALSE
Tilorone dihydrochloride,13.01418492,13.01418492,0,0,0.355121122,11.625,483.48,447.192,482.2102984,178,0,0.625,1,1.34375,3.053671891,2.56E-06,798.7606776,21.50986092,19.55662451,21.18961767,14.60441671,11.14158417,11.14158417,7.49459321,7.49459321,5.902830835,5.902830835,3.881686642,3.881686642,-1.79,6881266.386,28.24310162,13.68776374,6.610480054,204.4413801,19.27354537,24.7127876,5.783244946,0,0,0,4.794537184,0,0,24.81406632,27.6949488,73.70413102,24.2164158,0,14.26826309,30.59731127,0,9.799819462,0,27.6949488,52.48230236,47.52510539,22.62592665,9.473725908,0,11.49902367,24.81406632,68.06536677,0,0,43.61638897,36.39820241,0,11.12690298,42.01,0,4.794537184,0,30.59731127,24.34066691,61.89446509,0,0,36.39820241,37.49476826,9.473725908,11.81966006,0,17.64541359,0,3.372989462,1.540650478,11.64971271,0,15.63824037,0,0.48,32,0,5,1,0,1,2,0,2,5,0,7,12,0,0,0,3,5.1828,136.3725,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.625,FALSE
